artist,city,country,link,meta,nicedate,relativetime,showdate,showid,showyear,state,venue,venueid
Phish,New York,USA,http://phish.net/setlists/?d=2011-01-01,,"January 01, 2011",3 years ago,2011-01-01,1285281186,2011,NY,Madison Square Garden,157
Phish,Bethel,USA,http://phish.net/setlists/?d=2011-05-26,,"May 26, 2011",3 years ago,2011-05-26,1309498287,2011,NY,Bethel Woods Center for the Arts,809
Phish,Bethel,USA,http://phish.net/setlists/?d=2011-05-27,,"May 27, 2011",3 years ago,2011-05-27,1298414833,2011,NY,Bethel Woods Center for the Arts,809
Phish,Bethel,USA,http://phish.net/setlists/?d=2011-05-28,,"May 28, 2011",3 years ago,2011-05-28,1298414996,2011,NY,Bethel Woods Center for the Arts,809
Phish,Bethel,USA,http://phish.net/setlists/?d=2011-05-29,,"May 29, 2011",3 years ago,2011-05-29,1298415030,2011,NY,Bethel Woods Center for the Arts,809
Phish,Holmdel,USA,http://phish.net/setlists/?d=2011-05-31,,"May 31, 2011",3 years ago,2011-05-31,1298415127,2011,NJ,PNC Bank Arts Center,398
Phish,Holmdel,USA,http://phish.net/setlists/?d=2011-06-01,,"June 01, 2011",3 years ago,2011-06-01,1298415152,2011,NJ,PNC Bank Arts Center,398
Phish,Clarkston,USA,http://phish.net/setlists/?d=2011-06-03,,"June 03, 2011",3 years ago,2011-06-03,1298415185,2011,MI,DTE Energy Music Theater,810
Phish,Cuyahoga Falls,USA,http://phish.net/setlists/?d=2011-06-04,,"June 04, 2011",3 years ago,2011-06-04,1298415212,2011,OH,Blossom Music Center,223
Phish,Cincinnati,USA,http://phish.net/setlists/?d=2011-06-05,,"June 05, 2011",3 years ago,2011-06-05,1298415240,2011,OH,Riverbend Music Center,390
Phish,Mansfield,USA,http://phish.net/setlists/?d=2011-06-07,,"June 07, 2011",3 years ago,2011-06-07,1298415632,2011,MA,Comcast Center,500
Phish,Darien Center,USA,http://phish.net/setlists/?d=2011-06-08,,"June 08, 2011",3 years ago,2011-06-08,1298415307,2011,NY,Darien Lake Performing Arts Center,361
Phish,Camden,USA,http://phish.net/setlists/?d=2011-06-10,,"June 10, 2011",3 years ago,2011-06-10,1298415333,2011,NJ,Susquehanna Bank Center,501
Phish,Columbia,USA,http://phish.net/setlists/?d=2011-06-11,,"June 11, 2011",3 years ago,2011-06-11,1298415406,2011,MD,Merriweather Post Pavilion,9
Phish,Columbia,USA,http://phish.net/setlists/?d=2011-06-12,,"June 12, 2011",3 years ago,2011-06-12,1298415362,2011,MD,Merriweather Post Pavilion,9
Phish,Alpharetta,USA,http://phish.net/setlists/?d=2011-06-14,,"June 14, 2011",3 years ago,2011-06-14,1298415428,2011,GA,Verizon Wireless Amphitheatre at Encore Park,768
Phish,Alpharetta,USA,http://phish.net/setlists/?d=2011-06-15,,"June 15, 2011",3 years ago,2011-06-15,1298415444,2011,GA,Verizon Wireless Amphitheatre at Encore Park,768
Phish,Charlotte,USA,http://phish.net/setlists/?d=2011-06-17,,"June 17, 2011",3 years ago,2011-06-17,1298415472,2011,NC,Verizon Wireless Amphitheatre - Charlotte,261
Phish,Raleigh,USA,http://phish.net/setlists/?d=2011-06-18,,"June 18, 2011",3 years ago,2011-06-18,1298415496,2011,NC,Time Warner Cable Music Pavilion at Walnut Creek ,767
Phish,Portsmouth,USA,http://phish.net/setlists/?d=2011-06-19,,"June 19, 2011",3 years ago,2011-06-19,1298415520,2011,VA,nTelos Pavilion,765
Phish,Watkins Glen,USA,http://phish.net/setlists/?d=2011-06-30,,"June 30, 2011",3 years ago,2011-06-30,1309456548,2011,NY,Watkins Glen International,958
Phish,Watkins Glen,USA,http://phish.net/setlists/?d=2011-07-01,,"July 01, 2011",3 years ago,2011-07-01,1301610781,2011,NY,Watkins Glen International,958
Phish,Watkins Glen,USA,http://phish.net/setlists/?d=2011-07-02,,"July 02, 2011",3 years ago,2011-07-02,1301610815,2011,NY,Watkins Glen International,958
Phish,Watkins Glen,USA,http://phish.net/setlists/?d=2011-07-03,,"July 03, 2011",3 years ago,2011-07-03,1301610843,2011,NY,Watkins Glen International,958
Phish,George,USA,http://phish.net/setlists/?d=2011-08-05,,"August 05, 2011",2 years ago,2011-08-05,1302558151,2011,WA,Gorge Amphitheatre,248
Phish,George,USA,http://phish.net/setlists/?d=2011-08-06,,"August 06, 2011",2 years ago,2011-08-06,1302558181,2011,WA,Gorge Amphitheatre,248
Phish,Hollywood,USA,http://phish.net/setlists/?d=2011-08-08,,"August 08, 2011",2 years ago,2011-08-08,1302558703,2011,CA,Hollywood Bowl,959
Phish,Stateline,USA,http://phish.net/setlists/?d=2011-08-09,,"August 09, 2011",2 years ago,2011-08-09,1302558760,2011,NV,Lake Tahoe Outdoor Arena at Harveys,960
Phish,Stateline,USA,http://phish.net/setlists/?d=2011-08-10,,"August 10, 2011",2 years ago,2011-08-10,1302558785,2011,NV,Lake Tahoe Outdoor Arena at Harveys,960
