date,tour,shows,city,country,venue,created_at,updated_at,tour_id,longitude,latitude,the_geom,cartodb_id
2005-09-08,A Bigger Bang,1,Milwaukee,US,Bradley Center,2012-11-13 00:00:00,2012-11-26 00:00:00,21,-87.91609,43.04362,0101000020E6100000548CF337A1FA55C0CBB9145795854540,18
1966-06-25,The Rolling Stones American Tour 1966,1,Cleveland,US,Arena,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-81.4693,41.50795,0101000020E6100000D200DE02095E54C069006F8104C14440,279
1995-07-03,Voodoo Lounge Tour,1,Paris,"	France",Olympia,2012-11-13 00:00:00,2012-11-26 00:00:00,30,2.32829,48.8700905,0101000020E6100000AAD4EC8156A00240CF49EF1B5F6F4840,857
2006-03-06,A Bigger Bang,1,Inglewood,US,The Forum,2012-11-13 00:00:00,2012-11-26 00:00:00,21,-118.34364,33.9599,0101000020E61000003C66A032FE955DC017B7D100DEFA4040,1212
1965-04-30,The Rolling Stones 1st American Tour 1965,1,Worcester,US,Memorial Auditorium,2012-11-13 00:00:00,2012-11-27 00:00:00,3,-71.62814,42.32713,0101000020E6100000CE531D7233E851C02EC55565DF294540,1
1965-04-29,The Rolling Stones 1st American Tour 1965,2,Albany,US,Palace Theatre,2012-11-13 00:00:00,2012-11-27 00:00:00,3,-73.75028,42.65442,0101000020E6100000F2B56796047052C096ECD808C4534540,2
1965-10-30,The Rolling Stones 2nd American Tour 1965,1,Ithaca,US,Cornell University,2012-11-13 00:00:00,2012-11-27 00:00:00,28,-76.47442,42.44854,0101000020E61000005F24B4E55C1E53C053793BC269394540,3
1965-11-15,The Rolling Stones 2nd American Tour 1965,1,Charlotte,US,Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,28,-80.79723,35.20433,0101000020E6100000F758FAD0053354C0BCCB457C279A4140,4
1966-06-24,The Rolling Stones American Tour 1966,1,Lynn,US,Manning Bowl,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-70.93575,42.48672,0101000020E6100000D9CEF753E3BB51C0912749D74C3E4540,5
1966-07-20,The Rolling Stones American Tour 1966,1,Seattle,US,Center Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-122.33161,47.45882,0101000020E6100000B341261939955EC018601F9DBABA4740,6
1969-11-07,The Rolling Stones American Tour 1969,1,Fort Collins,US,Moby Arena,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-105.0959465,40.5764946,0101000020E61000004703780B24465AC04B3CA06CCA494440,7
1972-06-03,The Rolling Stones American Tour 1972,1,Vancouver,"	Canada",Pacific Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-122.7982,49.28521,0101000020E6100000B3EA73B515B35EC0FF3EE3C281A44840,8
1972-07-11,The Rolling Stones American Tour 1972,1,Akron,US,Rubber Bowl,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-81.4545802,41.0403772,0101000020E61000009B5AB6D6175D54C0CCB4FD2B2B854440,9
1975-06-01,The Rolling Stones Tour of the Americas '75,2,Baton Rouge,"	United States",LSU Assembly Center,2012-11-13 00:00:00,2012-11-27 00:00:00,8,-91.09963,30.41301,0101000020E6100000D5EC815660C656C0C4EBFA05BB693E40,10
1975-07-15,The Rolling Stones Tour of the Americas '75,1,San Francisco,US,Cow Palace,2012-11-13 00:00:00,2012-11-27 00:00:00,8,-122.41964,37.77712,0101000020E6100000FB05BB61DB9A5EC0A4880CAB78E34240,11
1978-06-10,The Rolling Stones US Tour 1978,1,Lakeland,"	United States",Lakeland Civic Center,2012-11-13 00:00:00,2012-11-27 00:00:00,2,-81.86146,28.15737,0101000020E6100000FAB31F29227754C01C5F7B6649283C40,12
1978-07-16,The Rolling Stones US Tour 1978,1,Boulder,US,Folsom Field,2012-11-13 00:00:00,2012-11-27 00:00:00,2,-105.26512,40.00821,0101000020E6100000FE60E0B9F7505AC005C078060D014440,13
1981-11-16,The Rolling Stones American Tour 1981,1,Cleveland,US,Richfield Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,32,-81.74912,41.40239,0101000020E6100000E4310395F16F54C0641EF98381B34440,14
1999-01-25,No Security Tour,1,Oakland,"	United States",Oakland Arena,2012-11-13 00:00:00,2012-11-27 00:00:00,26,-122.19675,37.79497,0101000020E61000003BDF4F8D978C5EC08BA6B393C1E54240,15
1999-02-19,No Security Tour,1,Milwaukee,US,Bradley Center,2012-11-13 00:00:00,2012-11-27 00:00:00,26,-87.99385,43.16188,0101000020E61000004BC8073D9BFF55C030F0DC7BB8944540,16
1995-03-14,Voodoo Lounge Tour,1,Tokyo,"	Japan",Tokyo Dome,2012-11-13 00:00:00,2012-11-26 00:00:00,30,139.658203125,35.4606699514953,0101000020E6100000454772F90F756140C91F0C3CF7BA4140,17
1963-09-29,The Rolling Stones British Tour 1963,2,London,England,New Victoria Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-0.145235,51.496235,0101000020E6100000D717096D3997C2BFA4A5F27684BF4940,19
1963-10-01,The Rolling Stones British Tour 1963,2,London,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-0.173533,51.542094,0101000020E610000011FC6F253B36C6BF8CBE823463C54940,20
1963-10-02,The Rolling Stones British Tour 1963,2,London,England,Regal Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-0.05446,51.5561409,0101000020E6100000A75CE15D2EE2ABBFACFF73982FC74940,21
1963-10-03,The Rolling Stones British Tour 1963,2,Southend-on-Sea,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,0.70514,51.5404,0101000020E6100000FF3EE3C28190E63F1361C3D32BC54940,22
1963-10-04,The Rolling Stones British Tour 1963,2,Guildford,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-0.57836,51.23752,0101000020E6100000E010AAD4EC81E2BFAE122C0E679E4940,23
1963-10-05,The Rolling Stones British Tour 1963,2,Watford,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-0.3989,51.65797,0101000020E61000002BF697DD9387D9BFE3DF675C38D44940,24
1963-10-06,The Rolling Stones British Tour 1963,2,Cardiff,Wales,Capital Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-3.18072,51.48127,0101000020E61000006EDDCD531D7209C0E1455F419ABD4940,25
1963-10-08,The Rolling Stones British Tour 1963,2,Cheltenham,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-2.07844,51.89804,0101000020E6100000FF959526A5A000C0FB3F87F9F2F24940,26
1963-10-09,The Rolling Stones British Tour 1963,2,Worcester,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-2.22158,52.19364,0101000020E6100000D9942BBCCBC501C046990D32C9184A40,27
1963-10-10,The Rolling Stones British Tour 1963,2,Wolverhampton,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-2.12168,52.58864,0101000020E6100000459E245D33F900C0088F368E584B4A40,28
1963-10-11,The Rolling Stones British Tour 1963,2,"Derby	Gaumont",England,Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-0.12714,51.50632,0101000020E610000067B8019F1F46C0BFC6A70018CFC04940,29
1963-10-12,The Rolling Stones British Tour 1963,2,Doncaster,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-1.06929,53.50291,0101000020E61000009609BFD4CF1BF1BF6A6AD95A5FC04A40,30
1963-10-13,The Rolling Stones British Tour 1963,2,Liverpool,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-2.97867,53.40901,0101000020E61000004E9CDCEF50D407C055DE8E705AB44A40,31
1963-10-16,The Rolling Stones British Tour 1963,2,Manchester,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-2.241024,53.474956,0101000020E61000009274CDE49BED01C03F74417DCBBC4A40,32
1963-10-17,The Rolling Stones British Tour 1963,2,Glasgow,"	Scotland",Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-4.28662,55.85036,0101000020E6100000A18499B67F2511C0CDE9B298D8EC4B40,33
1963-10-18,The Rolling Stones British Tour 1963,2,Newcastle upon Tyne,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-1.61193,54.97276,0101000020E61000007C0F971C77CAF9BFB16D5166837C4B40,34
1963-10-19,The Rolling Stones British Tour 1963,2,Bradford,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-1.75832,53.79573,0101000020E61000008B71FE261422FCBF19390B7BDAE54A40,35
1963-10-20,The Rolling Stones British Tour 1963,2,Hanley,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-2.18541,53.0252,0101000020E610000096CFF23CB87B01C0FAEDEBC039834A40,36
1963-10-22,The Rolling Stones British Tour 1963,2,Sheffield,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-1.46454,53.38311,0101000020E610000002F1BA7EC16EF7BFA2629CBF09B14A40,37
1963-10-23,The Rolling Stones British Tour 1963,2,Nottingham,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-1.15231,52.9556,0101000020E610000000A94D9CDC6FF2BF5F07CE19517A4A40,38
1963-10-24,The Rolling Stones British Tour 1963,2,Birmingham,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-1.84941,52.5262,0101000020E61000006553AEF02E97FDBFDE9387855A434A40,39
1963-10-25,The Rolling Stones British Tour 1963,2,Taunton,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-3.1107,51.01049,0101000020E61000006D567DAEB6E208C0AF777FBC57814940,40
2007-08-08,A Bigger Bang,1,Oslo,"	Norway",Valle Hovin,2012-11-13 00:00:00,2012-11-26 00:00:00,21,10.801794,59.915764,0101000020E61000000A850838849A2540137EA99F37F54D40,41
1963-10-26,The Rolling Stones British Tour 1963,2,Bournemouth,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-1.93123,50.75928,0101000020E610000083DDB06D51E6FEBFE140481630614940,42
1963-10-27,The Rolling Stones British Tour 1963,2,Salisbury,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-1.80028,51.06954,0101000020E61000003D49BA66F2CDFCBFC6E1CCAFE6884940,43
1963-10-29,The Rolling Stones British Tour 1963,2,Southampton,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-1.40733,50.90992,0101000020E6100000F8DF4A766C84F6BFF8FC304278744940,44
1963-10-30,The Rolling Stones British Tour 1963,2,St Albans,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-0.3446,51.75301,0101000020E610000004E78C28ED0DD6BFCEC7B5A162E04940,45
1963-10-31,The Rolling Stones British Tour 1963,2,London,England,"E	Odeon Theatre",2012-11-13 00:00:00,2012-11-26 00:00:00,7,-0.16541,51.472056,0101000020E6100000CE3637A6272CC5BFF8DF4A766CBC4940,46
1963-11-01,The Rolling Stones British Tour 1963,2,Rochester,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,0.50672,51.388,0101000020E6100000F35487DC0C37E03F8B6CE7FBA9B14940,47
1963-11-02,The Rolling Stones British Tour 1963,2,Ipswich,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,7,1.2538,52.05083,0101000020E6100000C898BB96900FF43FEDD3F19881064A40,48
1963-11-03,The Rolling Stones British Tour 1963,2,London,England,Hammersmith Odeon,2012-11-13 00:00:00,2012-11-26 00:00:00,7,-0.225439667701721,51.4983943795073,0101000020E610000025E99AC937DBCCBFA453573ECBBF4940,49
1964-01-06,The Rolling Stones 1st British Tour 1964,2,Harrow-on-the-Hill,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-0.33523,51.57857,0101000020E61000004DD6A8876874D5BF2E39EE940ECA4940,50
1964-01-07,The Rolling Stones 1st British Tour 1964,2,Lough,England,Adelphi Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-0.60163,51.50974,0101000020E6100000FF5BC98E8D40E3BF45BB0A293FC14940,51
1964-01-08,The Rolling Stones 1st British Tour 1964,2,Maidstone,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,0.52508,51.2738,0101000020E6100000E813799274CDE03F89D2DEE00BA34940,52
1964-01-09,The Rolling Stones 1st British Tour 1964,2,Kettering,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-0.72583,52.39882,0101000020E6100000EE940ED6FF39E7BFD07EA4880C334A40,53
1964-01-10,The Rolling Stones 1st British Tour 1964,2,Walthamstow,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-0.01929,51.58431,0101000020E610000038328FFCC1C093BFE65C8AABCACA4940,54
1964-01-12,The Rolling Stones 1st British Tour 1964,2,Tooting,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-0.1657,51.43024,0101000020E6100000D93D7958A835C5BF2CB7B41A12B74940,55
1964-01-14,The Rolling Stones 1st British Tour 1964,2,Mansfield,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-1.23428,53.16492,0101000020E6100000C8B5A1629CBFF3BF693A3B191C954A40,56
1964-01-15,The Rolling Stones 1st British Tour 1964,2,Bedford,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-0.46369,52.13921,0101000020E610000005DD5ED218ADDDBF59A31EA2D1114A40,57
1964-01-19,The Rolling Stones 1st British Tour 1964,2,Coventry,England,Coventry Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-1.4743,52.36717,0101000020E610000082E2C798BB96F7BF4209336DFF2E4A40,58
1964-01-20,The Rolling Stones 1st British Tour 1964,2,Woolwich,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,0.065873,51.490302,0101000020E6100000E99AC937DBDCB03F499D8026C2BE4940,59
1964-01-21,The Rolling Stones 1st British Tour 1964,2,Aylesbury,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-0.809365,51.8146,0101000020E6100000F5A10BEA5BE6E9BF2AA913D044E84940,60
1964-01-22,The Rolling Stones 1st British Tour 1964,2,Shrewsbury,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-2.75122,52.7066,0101000020E610000018CFA0A17F0206C043AD69DE715A4A40,61
1964-01-26,The Rolling Stones 1st British Tour 1964,2,Leicester,England,De Montfort Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-1.1205,52.62527,0101000020E610000021B0726891EDF1BFC095ECD808504A40,62
1964-01-27,The Rolling Stones 1st British Tour 1964,2,Bristol,England,Colston Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,20,-2.59790769088821,51.4546730970472,0101000020E6100000639CBF0985C804C0753C66A032BA4940,63
1964-02-08,The Rolling Stones 2nd British Tour 1964,2,Edmonton,England,Regal Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-0.05794,51.62677,0101000020E6100000D1AE42CA4FAAADBF950ED6FF39D04940,64
1964-02-09,The Rolling Stones 2nd British Tour 1964,2,Leicester,England,De Montfort Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.1205,52.62527,0101000020E610000021B0726891EDF1BFC095ECD808504A40,65
1964-02-10,The Rolling Stones 2nd British Tour 1964,2,Cheltenham,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-2.07844,51.89804,0101000020E6100000FF959526A5A000C0FB3F87F9F2F24940,66
1964-02-11,The Rolling Stones 2nd British Tour 1964,2,Rugby,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.26079,52.37035,0101000020E610000040FB9122322CF4BF6C09F9A0672F4A40,67
1964-02-12,The Rolling Stones 2nd British Tour 1964,2,Guildford,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-0.57836,51.23752,0101000020E6100000E010AAD4EC81E2BFAE122C0E679E4940,68
1964-02-13,The Rolling Stones 2nd British Tour 1964,2,Kingston-upon-Thames,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-0.30393,51.40575,0101000020E61000006B7D91D09673D3BF0E2DB29DEFB34940,69
1964-02-14,The Rolling Stones 2nd British Tour 1964,2,Watford,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-0.3989,51.65797,0101000020E61000002BF697DD9387D9BFE3DF675C38D44940,70
1964-02-15,The Rolling Stones 2nd British Tour 1964,2,Rochester,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,0.50672,51.388,0101000020E6100000F35487DC0C37E03F8B6CE7FBA9B14940,71
1964-02-16,The Rolling Stones 2nd British Tour 1964,2,Portsmouth,England,Guildhall,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.09134,50.79665,0101000020E6100000F5108DEE2076F1BFE02D90A0F8654940,72
1964-02-17,The Rolling Stones 2nd British Tour 1964,2,Greenford,England,Granada Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-0.33985,51.54926,0101000020E61000001CEBE2361AC0D5BF1F80D4264EC64940,73
1964-02-18,The Rolling Stones 2nd British Tour 1964,2,England,Colchester,Rank Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,0.90351,51.88531,0101000020E61000009A7CB3CD8DE9EC3F2F698CD651F14940,74
1964-02-19,The Rolling Stones 2nd British Tour 1964,2,Stockton-on-Tees,England,Rank Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.32929,54.57304,0101000020E6100000BF654E97C544F5BF61A6ED5F59494B40,75
1964-02-20,The Rolling Stones 2nd British Tour 1964,2,Sunderland,England,Rank Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.38629,54.90229,0101000020E610000075594C6C3E2EF6BF01C11C3D7E734B40,76
1964-02-21,The Rolling Stones 2nd British Tour 1964,2,Hanley,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-2.18541,53.0252,0101000020E610000096CFF23CB87B01C0FAEDEBC039834A40,77
1964-02-22,The Rolling Stones 2nd British Tour 1964,2,Bournemouth,England,Winter Gardens,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.88003,50.71825,0101000020E61000006AFB57569A14FEBF0E2DB29DEF5B4940,78
1964-02-23,The Rolling Stones 2nd British Tour 1964,2,Birmingham,England,Hippodrome Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.89575958101697,52.4732635060001,0101000020E6100000130A11700855FEBFA3409FC8933C4A40,79
1964-02-24,The Rolling Stones 2nd British Tour 1964,2,Southend,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,0.707712,51.545927,0101000020E61000004BAB21718FA5E63FE0F3C308E1C54940,80
1964-02-25,The Rolling Stones 2nd British Tour 1964,2,Romford,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,0.18431,51.57982,0101000020E610000081B229577897C73F8AC8B08A37CA4940,81
1964-02-26,The Rolling Stones 2nd British Tour 1964,2,York,England,Rialto Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.08342,53.95333,0101000020E61000002F51BD35B055F1BFD925AAB706FA4A40,82
1964-02-27,The Rolling Stones 2nd British Tour 1964,2,Sheffield,England,City Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.4713523,53.3805645,0101000020E61000007B832F4CA68AF7BF3815A930B6B04A40,83
1964-02-28,The Rolling Stones 2nd British Tour 1964,2,Cardiff,Wales,Sophia Gardens,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-3.19149,51.48604,0101000020E61000009C16BCE82B8809C02046088F36BE4940,84
1964-02-29,The Rolling Stones 2nd British Tour 1964,2,Brighton,England,Hippodrome,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-0.13846,50.83251,0101000020E6100000B7EEE6A90EB9C1BFE6CB0BB08F6A4940,85
1964-03-01,The Rolling Stones 2nd British Tour 1964,2,Liverpool,England,Empire Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-2.97867,53.40901,0101000020E61000004E9CDCEF50D407C055DE8E705AB44A40,86
1964-03-02,The Rolling Stones 2nd British Tour 1964,2,Nottingham,England,Albert Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.15646,52.9544,0101000020E6100000541D7233DC80F2BFB5A679C7297A4A40,87
1964-03-03,The Rolling Stones 2nd British Tour 1964,2,Blackpool,England,Opera House,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-3.0508254,53.8177798,0101000020E6100000D53E1D8F196808C054A9D903ADE84A40,88
1964-03-04,The Rolling Stones 2nd British Tour 1964,2,Bradford,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-1.75832,53.79573,0101000020E61000008B71FE261422FCBF19390B7BDAE54A40,89
1964-03-05,The Rolling Stones 2nd British Tour 1964,2,Blackburn,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-2.4915,53.72421,0101000020E61000003BDF4F8D97EE03C0D4B7CCE9B2DC4A40,90
1964-03-06,The Rolling Stones 2nd British Tour 1964,2,Wolverhampton,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-2.12168,52.58864,0101000020E6100000459E245D33F900C0088F368E584B4A40,91
1964-03-07,The Rolling Stones 2nd British Tour 1964,2,Morecambe,England,Winter Gardens,2012-11-13 00:00:00,2012-11-26 00:00:00,19,-2.86996,54.07144,0101000020E610000012A0A696ADF506C029D027F224094B40,92
1964-08-01,The Rolling Stones 3rd British Tour 1964,1,Belfast,Northern Ireland,stop after 12 minutes due of hysteria,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-5.95292176119983,54.5813056547195,0101000020E610000039D1AE42CACF17C03C6BB75D684A4B40,93
1964-08-03,The Rolling Stones 3rd British Tour 1964,1,Longleat House,England,Longleat House,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-0.13427,51.48918,0101000020E6100000E4BD6A65C22FC1BFBBED42739DBE4940,94
1964-08-07,The Rolling Stones 3rd British Tour 1964,1,London,England,Richmond Athletic Ground,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-0.300288,51.4633,0101000020E6100000B936548CF337D3BF4F1E166A4DBB4940,95
1964-08-08,The Rolling Stones 3rd British Tour 1964,1,Scheveningen,"	Netherlands",Kurzaal,2012-11-13 00:00:00,2012-11-26 00:00:00,16,4.28219,52.11293,0101000020E61000007008556AF62011405F5E807D740E4A40,96
1964-08-09,The Rolling Stones 3rd British Tour 1964,1,Manchester,England,New Elizabethan Ballroom,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-2.24874,53.47959,0101000020E610000005A8A9656BFD01C08CBE823463BD4A40,97
1964-08-10,The Rolling Stones 3rd British Tour 1964,1,New Brighton,England,Tower Ballroom,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-3.12192,53.18061,0101000020E610000099D36531B1F908C050AA7D3A1E974A40,98
1964-08-13,The Rolling Stones 3rd British Tour 1964,1,Isle of Man,England,Palace Ballroom,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-4.481,54.1503,0101000020E6100000068195438BEC11C05E4BC8073D134B40,99
1964-08-18,The Rolling Stones 3rd British Tour 1964,1,St. Peter Port Guernsey,England,New Theatre Ballroom,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-1.7705,50.12954,0101000020E61000008716D9CEF753FCBF0DC347C494104940,100
1964-08-19,The Rolling Stones 3rd British Tour 1964,1,St. Peter Port Guernsey,England,New Theatre Ballroom,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-1.7705,50.12954,0101000020E61000008716D9CEF753FCBF0DC347C494104940,101
1964-08-20,The Rolling Stones 3rd British Tour 1964,1,St. Peter Port Guernsey,England,New Theatre Ballroom,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-1.7705,50.12954,0101000020E61000008716D9CEF753FCBF0DC347C494104940,102
1964-08-21,The Rolling Stones 3rd British Tour 1964,1,St. Helier Jersey,England,Springfield Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-2.09948,49.19119,0101000020E610000040D9942BBCCB00C03FA9F6E978984840,103
1964-08-22,The Rolling Stones 3rd British Tour 1964,1,St. Helier Jersey,England,Springfield Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,16,-2.09948,49.19119,0101000020E610000040D9942BBCCB00C03FA9F6E978984840,104
1965-01-06,The Rolling Stones Irish Tour 1965,2,Belfast,Northern Ireland,ABC Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,34,-5.95533,54.57731,0101000020E6100000FC8C0B0742D217C0AED3484BE5494B40,105
1965-01-07,The Rolling Stones Irish Tour 1965,2,Dublin,"	Ireland",Adelphi Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,34,-6.24827,53.34807,0101000020E6100000CA4FAA7D3AFE18C0FF5BC98E8DAC4A40,106
1965-01-08,The Rolling Stones Irish Tour 1965,2,Cork,"	Ireland",Savoy Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,34,-8.4712314605713,51.8992039749944,0101000020E6100000C5C9FD0E45F120C0174850FC18F34940,107
1965-05-14,The Rolling Stones 1st American Tour 1965,1,San Francisco,US,New Civic Auditorium,2012-11-13 00:00:00,2012-11-27 00:00:00,3,-122.41964,37.77712,0101000020E6100000FB05BB61DB9A5EC0A4880CAB78E34240,179
1965-01-22,The Rolling Stones Far East Tour 1965,2,Sydney,Australia,Manufacturer’s Auditorium,2012-11-13 00:00:00,2012-11-26 00:00:00,25,151.01344,-34.02548,0101000020E6100000AA0EB9196EE06240DE59BBED420341C0,108
1965-01-23,The Rolling Stones Far East Tour 1965,3,Sydney,Australia,Manufacturer’s Auditorium,2012-11-13 00:00:00,2012-11-26 00:00:00,25,151.01344,-34.02548,0101000020E6100000AA0EB9196EE06240DE59BBED420341C0,109
1965-01-25,The Rolling Stones Far East Tour 1965,2,Brisbane,Australia,City Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,25,153.023478984833,-27.4689638187856,0101000020E610000086032159C0206340D52137C30D783BC0,110
1965-01-26,The Rolling Stones Far East Tour 1965,2,Brisbane,Australia,City Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,25,153.023478984833,-27.4689638187856,0101000020E610000086032159C0206340D52137C30D783BC0,111
1965-01-27,The Rolling Stones Far East Tour 1965,2,Sydney,Australia,Manufacturer’s Auditorium,2012-11-13 00:00:00,2012-11-26 00:00:00,25,151.01344,-34.02548,0101000020E6100000AA0EB9196EE06240DE59BBED420341C0,112
1965-01-28,The Rolling Stones Far East Tour 1965,2,St Kilda,Australia,Palais Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,25,144.9760262,-37.86753532,0101000020E6100000473D44A33B1F624065FCFB8C0BEF42C0,113
1965-01-29,The Rolling Stones Far East Tour 1965,3,St Kilda,Australia,Palais Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,25,144.9760262,-37.86753532,0101000020E6100000473D44A33B1F624065FCFB8C0BEF42C0,114
1994-09-15,Voodoo Lounge Tour,1,Denver,US,Mile High Stadium,2012-11-13 00:00:00,2012-11-26 00:00:00,30,-105.01757,39.74177,0101000020E610000002D9EBDD1F415AC0B493C151F2DE4340,115
1965-02-01,The Rolling Stones Far East Tour 1965,2,Christchurch,New Zealand,Theatre Royal,2012-11-13 00:00:00,2012-11-26 00:00:00,25,172.63833,-43.52982,0101000020E6100000C84109336D94654024624A24D1C345C0,116
