date,tour,shows,city,country,venue,created_at,updated_at,tour_id,longitude,latitude,the_geom,cartodb_id
1966-07-08,The Rolling Stones American Tour 1966,1,Detroit,US,Cobo Hall,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-83.04982,42.32656,0101000020E6100000F3AB394030C354C04417D4B7CC294540,288
1999-02-09,No Security Tour,1,Anaheim,US,Arrowhead Pond,2012-11-13 00:00:00,2012-11-27 00:00:00,26,-117.73034,33.85763,0101000020E61000007BBDFBE3BD6E5DC0C408E1D1C6ED4040,1006
1966-07-09,The Rolling Stones American Tour 1966,1,Indianapolis,US,Fairgrounds Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-86.13704,39.82535,0101000020E61000009B8F6B43C58855C076E09C11A5E94340,289
1966-07-10,The Rolling Stones American Tour 1966,1,Chicago,US,Arie Crown Theatre McCormick Place,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-87.61781,41.8515,0101000020E61000001349F4328AE755C0A245B6F3FDEC4440,290
1966-07-11,The Rolling Stones American Tour 1966,1,Houston,US,Sam Houston Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-95.26986,29.81863,0101000020E6100000E89FE06245D157C0448655BC91D13D40,291
1966-07-12,The Rolling Stones American Tour 1966,1,St. Louis,US,Kiel Convention Hall,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-90.20174,38.67981,0101000020E6100000E292E34EE98C56C034BF9A0304574340,292
1966-07-15,The Rolling Stones American Tour 1966,1,Omaha,US,Civic Auditorium,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-95.96356,41.3148,0101000020E6100000F6EE8FF7AAFD57C0F163CC5D4BA84440,293
1966-07-19,The Rolling Stones American Tour 1966,1,Vancouver,"	Canada",Pacific International Exhibition Forum,2012-11-13 00:00:00,2012-11-26 00:00:00,13,-123.11336,49.26042,0101000020E61000002C2B4D4A41C75EC0B79C4B7155A14840,294
1966-09-23,The Rolling Stones British Tour 1966,1,London,England,Royal Albert Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-0.1773889739999,51.5008410840001,0101000020E6100000A297512CB7B4C6BFAA436E861BC04940,295
1966-09-24,The Rolling Stones British Tour 1966,2,Leeds,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-1.54149,53.79988,0101000020E6100000D2C6116BF1A9F8BFBC5CC47762E64A40,296
1966-09-25,The Rolling Stones British Tour 1966,2,Liverpool,England,Empire Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-2.97867,53.40901,0101000020E61000004E9CDCEF50D407C055DE8E705AB44A40,297
1994-08-10,Voodoo Lounge Tour,1,Indianapolis,US,RCA Dome,2012-11-13 00:00:00,2012-11-26 00:00:00,30,-86.16187,39.76433,0101000020E6100000060DFD135C8A55C004ADC090D5E14340,753
1966-09-28,The Rolling Stones British Tour 1966,2,Ardwick,England,Apollo Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-2.22273,53.46961,0101000020E610000063B48EAA26C801C0F2EF332E1CBC4A40,298
1966-09-29,The Rolling Stones British Tour 1966,2,Stockton-on-Tees,England,ABC Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-1.32929,54.57304,0101000020E6100000BF654E97C544F5BF61A6ED5F59494B40,299
1966-09-30,The Rolling Stones British Tour 1966,2,Glasgow,"	Scotland",Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-4.28662,55.85036,0101000020E6100000A18499B67F2511C0CDE9B298D8EC4B40,300
1966-10-01,The Rolling Stones British Tour 1966,2,Newcastle-upon-Tyne,England,City Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-1.94584,55.11776,0101000020E61000006EFAB31F2922FFBF73637AC2128F4B40,301
1966-10-02,The Rolling Stones British Tour 1966,2,Ipswich,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,17,1.2538,52.05083,0101000020E6100000C898BB96900FF43FEDD3F19881064A40,302
1966-10-06,The Rolling Stones British Tour 1966,2,Birmingham,England,Odeon Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-1.84941,52.5262,0101000020E61000006553AEF02E97FDBFDE9387855A434A40,303
1966-10-07,The Rolling Stones British Tour 1966,2,Bristol,England,Colston Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-2.59790769088821,51.4546730970472,0101000020E6100000639CBF0985C804C0753C66A032BA4940,304
1966-10-08,The Rolling Stones British Tour 1966,2,Cardiff,Wales,Capitol Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-3.18072,51.48127,0101000020E61000006EDDCD531D7209C0E1455F419ABD4940,305
1966-10-09,The Rolling Stones British Tour 1966,2,Southampton,England,Gaumont Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,17,-1.40733,50.90992,0101000020E6100000F8DF4A766C84F6BFF8FC304278744940,306
1967-03-25,The Rolling Stones European Tour 1967,2,Helsingborg,"	Sweden",Idrottens Hus,2012-11-13 00:00:00,2012-11-26 00:00:00,5,12.705976,56.053897,0101000020E61000009A42E7357669294090A0F831E6064C40,307
1967-03-27,The Rolling Stones European Tour 1967,2,Örebro,"	Sweden",Vinterstadium,2012-11-13 00:00:00,2012-11-26 00:00:00,5,15.21751,59.27074,0101000020E61000001E1B81785D6F2E400ADCBA9BA7A24D40,308
1967-03-29,The Rolling Stones European Tour 1967,2,Bremen,Germany,Stadthalle,2012-11-13 00:00:00,2012-11-26 00:00:00,5,8.8152587,53.0874171,0101000020E610000053793BC269A1214017821C94308B4A40,309
1967-03-30,The Rolling Stones European Tour 1967,2,Cologne,Germany,Sporthalle,2012-11-13 00:00:00,2012-11-26 00:00:00,5,6.95516,50.94167,0101000020E610000019CA897615D21B40EACF7EA488784940,310
1967-03-31,The Rolling Stones European Tour 1967,1,Dortmund,Germany,Westfalenhalle,2012-11-13 00:00:00,2012-11-26 00:00:00,5,7.45396,51.50156,0101000020E6100000C6C4E6E3DAD01D40AA7D3A1E33C04940,311
1967-04-01,The Rolling Stones European Tour 1967,2,Hamburg,Germany,Ernst-Merck-Halle,2012-11-13 00:00:00,2012-11-26 00:00:00,5,10.00633,53.55476,0101000020E6100000A5F78DAF3D03244082902C6002C74A40,312
1967-04-02,The Rolling Stones European Tour 1967,2,Vienna,"	Austria",Stadthalle,2012-11-13 00:00:00,2012-11-26 00:00:00,5,16.33174,48.20193,0101000020E610000069C6A2E9EC543040670A9DD7D8194840,313
1967-04-05,The Rolling Stones European Tour 1967,2,Bologna,"	Italy",Palazzo Dello Sport,2012-11-13 00:00:00,2012-11-26 00:00:00,5,11.33264,44.49905,0101000020E6100000D1AE42CA4FAA2640CE88D2DEE03F4640,314
1967-04-06,The Rolling Stones European Tour 1967,2,Rome,"	Italy",Palazzo Dello Sport,2012-11-13 00:00:00,2012-11-26 00:00:00,5,12.46984,41.92942,0101000020E61000008DB454DE8EF02840C91F0C3CF7F64440,315
1967-04-08,The Rolling Stones European Tour 1967,2,Milan,"	Italy",Palalido Palazzo Dello Sport,2012-11-13 00:00:00,2012-11-26 00:00:00,5,9.18746,45.4647,0101000020E6100000C79DD2C1FA5F2240C139234A7BBB4640,316
1967-04-09,The Rolling Stones European Tour 1967,2,Genova,"	Italy",Palazzo Dello Sport,2012-11-13 00:00:00,2012-11-26 00:00:00,5,8.94325,44.39595,0101000020E61000006DE7FBA9F1E22140F46C567DAE324640,317
1967-04-11,The Rolling Stones European Tour 1967,2,Paris,"	France",L'Olympia,2012-11-13 00:00:00,2012-11-26 00:00:00,5,2.32829,48.8700905,0101000020E6100000AAD4EC8156A00240CF49EF1B5F6F4840,318
1967-04-13,The Rolling Stones European Tour 1967,2,Warsaw,"	Poland",Palac Kultury i Nauki,2012-11-13 00:00:00,2012-11-26 00:00:00,5,21.0059946,52.2318381,0101000020E6100000611A868F88013540CBF3E0EEAC1D4A40,319
1967-04-14,The Rolling Stones European Tour 1967,1,Zurich,"	Switzerland",Hallenstadion,2012-11-13 00:00:00,2012-11-26 00:00:00,5,8.53956,47.37707,0101000020E6100000A375543541142140C0266BD443B04740,320
1967-04-15,The Rolling Stones European Tour 1967,1,The Hague,"	Netherlands",Houtrusthal,2012-11-13 00:00:00,2012-11-26 00:00:00,5,4.3174,52.08399,0101000020E610000069006F810445114074982F2FC00A4A40,321
1967-04-17,The Rolling Stones European Tour 1967,1,Athens,"	Greece",Panathinaikos Stadion,2012-11-13 00:00:00,2012-11-26 00:00:00,5,23.7404134,37.9690346,0101000020E6100000A1A17F828BBD3740E36BCF2C09FC4240,322
1966-07-21,The Rolling Stones American Tour 1966,1,Portland,US,Memorial Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-122.5599,45.56311,0101000020E6100000F241CF66D5A35EC079060DFD13C84640,323
1966-07-22,The Rolling Stones American Tour 1966,2,Sacramento,US,Memorial Auditorium,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-121.62424,38.67339,0101000020E6100000B936548CF3675EC00ABABDA431564340,324
1966-07-23,The Rolling Stones American Tour 1966,1,Salt Lake City,US,Davis County Lagoon,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-111.80891,40.64826,0101000020E610000012DA722EC5F35BC009A7052FFA524440,325
1966-07-24,The Rolling Stones American Tour 1966,2,Bakersfield,US,Civic Auditorium,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-118.96763,35.36868,0101000020E6100000392861A6EDBD5DC03A58FFE730AF4140,326
1966-07-25,The Rolling Stones American Tour 1966,1,Los Angeles,US,Hollywood Bowl,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-118.29836,34.10176,0101000020E6100000D09B8A5418935DC03E05C078060D4140,327
1966-07-26,The Rolling Stones American Tour 1966,1,San Francisco,US,Cow Palace,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-122.41964,37.77712,0101000020E6100000FB05BB61DB9A5EC0A4880CAB78E34240,328
1966-07-28,The Rolling Stones American Tour 1966,1,Honolulu,US,Honolulu International Center,2012-11-13 00:00:00,2012-11-27 00:00:00,13,-157.67694,21.29513,0101000020E6100000562B137EA9B563C08811C2A38D4B3540,329
1969-11-27,The Rolling Stones American Tour 1969,1,New York,US,Madison Square Garden,2012-11-13 00:00:00,2012-11-26 00:00:00,18,-73.99424,40.75005,0101000020E61000000118CFA0A17F52C0B22E6EA301604440,330
1969-11-28,The Rolling Stones American Tour 1969,2,New York,US,Madison Square Garden,2012-11-13 00:00:00,2012-11-26 00:00:00,18,-73.99424,40.75005,0101000020E61000000118CFA0A17F52C0B22E6EA301604440,331
1969-12-06,The Rolling Stones American Tour 1969,1,Tracy California,US,Altamont Speedway,2012-11-13 00:00:00,2012-11-26 00:00:00,18,-121.42143,37.72778,0101000020E610000069E388B5F85A5EC0695721E527DD4240,332
1970-08-30,The Rolling Stones European Tour 1970,1,Malmö,"	Sweden",Baltiska Hallen,2012-11-13 00:00:00,2012-11-26 00:00:00,27,12.99141,55.58717,0101000020E6100000CFDA6D179AFB29409E98F56228CB4B40,333
1970-09-02,The Rolling Stones European Tour 1970,1,Helsinki,"	Finland",Olympiastadion,2012-11-13 00:00:00,2012-11-26 00:00:00,27,24.92603,60.18589,0101000020E6100000691D554D10ED3840A453573ECB174E40,334
1970-09-04,The Rolling Stones European Tour 1970,1,Stockholm,"	Sweden",Råsunda Stadium,2012-11-13 00:00:00,2012-11-26 00:00:00,27,18.06293,59.33233,0101000020E6100000F2EF332E1C10324066BD18CA89AA4D40,335
1970-09-06,The Rolling Stones European Tour 1970,1,Gothenburg,"	Sweden",Liseberg,2012-11-13 00:00:00,2012-11-26 00:00:00,27,11.96705,57.70126,0101000020E61000009031772D21EF274019FF3EE3C2D94C40,336
1970-09-09,The Rolling Stones European Tour 1970,1,Aarhus,"	Denmark",Vejlby-Risskov-Hallen,2012-11-13 00:00:00,2012-11-26 00:00:00,27,10.20701,56.1934,0101000020E6100000D2E3F736FD692440F085C954C1184C40,337
1970-09-11,The Rolling Stones European Tour 1970,1,Copenhagen,"	Denmark",Forum,2012-11-13 00:00:00,2012-11-26 00:00:00,27,12.5676,55.67568,0101000020E6100000516B9A779C222940D847A7AE7CD64B40,338
1970-09-12,The Rolling Stones European Tour 1970,1,Copenhagen,"	Denmark",Forum,2012-11-13 00:00:00,2012-11-26 00:00:00,27,12.5676,55.67568,0101000020E6100000516B9A779C222940D847A7AE7CD64B40,339
1970-09-14,The Rolling Stones European Tour 1970,1,Hamburg,Germany,Ernst-Merck-Halle,2012-11-13 00:00:00,2012-11-26 00:00:00,27,10.00633,53.55476,0101000020E6100000A5F78DAF3D03244082902C6002C74A40,340
1970-09-16,The Rolling Stones European Tour 1970,1,Berlin,Germany,Deutschlandhalle,2012-11-13 00:00:00,2012-11-26 00:00:00,27,13.27186,52.49974,0101000020E61000005E2EE23B318B2A406440F67AF73F4A40,341
1970-09-18,The Rolling Stones European Tour 1970,1,Cologne,Germany,Sporthalle,2012-11-13 00:00:00,2012-11-26 00:00:00,27,6.95516,50.94167,0101000020E610000019CA897615D21B40EACF7EA488784940,342
1970-09-20,The Rolling Stones European Tour 1970,1,Stuttgart,Germany,Killesberg,2012-11-13 00:00:00,2012-11-26 00:00:00,27,9.16987,48.80209,0101000020E61000009E245D33F95622406D3997E2AA664840,343
1970-09-22,The Rolling Stones European Tour 1970,1,Paris,"	France",Palais des Sports,2012-11-13 00:00:00,2012-11-26 00:00:00,27,2.2891791,48.8904098,0101000020E61000001C42959A3D500240040473F4F8714840,344
1970-09-23,The Rolling Stones European Tour 1970,1,Paris,"	France",Palais des Sports,2012-11-13 00:00:00,2012-11-26 00:00:00,27,2.2891791,48.8904098,0101000020E61000001C42959A3D500240040473F4F8714840,345
1970-09-24,The Rolling Stones European Tour 1970,1,Paris,"	France",Palais des Sports,2012-11-13 00:00:00,2012-11-26 00:00:00,27,2.2891791,48.8904098,0101000020E61000001C42959A3D500240040473F4F8714840,346
1970-09-27,The Rolling Stones European Tour 1970,1,Vienna,"	Austria",Stadthalle,2012-11-13 00:00:00,2012-11-26 00:00:00,27,16.33174,48.20193,0101000020E610000069C6A2E9EC543040670A9DD7D8194840,347
1970-09-29,The Rolling Stones European Tour 1970,1,Rome,"	Italy",Palazzo Dello Sport,2012-11-13 00:00:00,2012-11-26 00:00:00,27,12.46984,41.92942,0101000020E61000008DB454DE8EF02840C91F0C3CF7F64440,348
1970-10-01,The Rolling Stones European Tour 1970,1,Milan,"	Italy",Palalido Palazzo Dello Sport,2012-11-13 00:00:00,2012-11-26 00:00:00,27,9.18746,45.4647,0101000020E6100000C79DD2C1FA5F2240C139234A7BBB4640,349
1970-10-03,The Rolling Stones European Tour 1970,1,Lyon,"	France",Palais des Sports de Gerland,2012-11-13 00:00:00,2012-11-26 00:00:00,27,4.82979,45.72501,0101000020E6100000FD304278B4511340F0A2AF20CDDC4640,350
1970-10-05,The Rolling Stones European Tour 1970,1,Frankfurt,Germany,Festhalle,2012-11-13 00:00:00,2012-11-26 00:00:00,27,8.65512,50.11253,0101000020E61000003AE97DE36B4F2140D1E80E62670E4940,351
1970-10-06,The Rolling Stones European Tour 1970,1,Frankfurt,Germany,Festhalle,2012-11-13 00:00:00,2012-11-26 00:00:00,27,8.65512,50.11253,0101000020E61000003AE97DE36B4F2140D1E80E62670E4940,352
1969-11-08,The Rolling Stones American Tour 1969,2,Los Angeles,US,Los Angeles Forum,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-118.24532,34.05349,0101000020E61000008143A852B38F5DC0DE54A4C2D8064140,353
1969-11-09,The Rolling Stones American Tour 1969,2,Oakland,US,Alameda County Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-122.19388,37.75704,0101000020E61000004DD6A887688C5EC0C6E1CCAFE6E04240,354
1969-11-10,The Rolling Stones American Tour 1969,1,San Diego,US,San Diego Sports Arena,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-117.19767,32.74708,0101000020E61000009F5912A0A64C5DC072BF4351A05F4040,355
1969-11-11,The Rolling Stones American Tour 1969,1,Phoenix,US,Arizona Veterans Memorial Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-112.0983,33.46588,0101000020E6100000984C158C4A065CC024EEB1F4A1BB4040,356
1969-11-13,The Rolling Stones American Tour 1969,1,Dallas,US,Moody Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-96.80612,32.79256,0101000020E6100000B3295778973358C0130F289B72654040,357
1969-11-14,The Rolling Stones American Tour 1969,1,Auburn,US,University Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-85.49139,32.60046,0101000020E610000036E50AEF725F55C030478FDFDB4C4040,358
1969-11-15,The Rolling Stones American Tour 1969,2,Champaign,US,Assembly Hall,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-88.2385,40.09533,0101000020E610000025068195430F56C0F12900C6330C4440,359
1969-11-16,The Rolling Stones American Tour 1969,2,Chicago,US,International Amphitheatre,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-87.63241,41.88415,0101000020E610000074EACA6779E855C01361C3D32BF14440,360
1969-11-24,The Rolling Stones American Tour 1969,1,Detroit,US,Olympia Stadium,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-82.87694,42.61666,0101000020E61000007923F3C81FB854C02D6002B7EE4E4540,361
1969-11-25,The Rolling Stones American Tour 1969,1,Philadelphia,US,The Spectrum,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-75.1732864,39.9071007,0101000020E610000053AEF02E17CB52C0CE1951DA1BF44340,362
1969-11-26,The Rolling Stones American Tour 1969,1,Baltimore,US,Civic Center,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-76.77428,39.38133,0101000020E61000009A7CB3CD8D3153C0E97DE36BCFB04340,363
1969-11-29,The Rolling Stones American Tour 1969,2,Boston,US,Boston Garden,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-71.04807,42.33884,0101000020E6100000CC7A319413C351C0CF49EF1B5F2B4540,364
1969-11-30,The Rolling Stones American Tour 1969,1,West Palm Beach,US,Palm Beach International Raceway,2012-11-13 00:00:00,2012-11-27 00:00:00,18,-80.11196,26.34973,0101000020E6100000739D465A2A0754C01A6EC0E787593A40,365
1970-10-07,The Rolling Stones European Tour 1970,1,Essen,Germany,Grugahalle,2012-11-13 00:00:00,2012-11-26 00:00:00,27,6.999,51.43107,0101000020E6100000E5D022DBF9FE1B40B324404D2DB74940,366
1970-10-09,The Rolling Stones European Tour 1970,1,Amsterdam,"	Netherlands",RAI Amstelhal,2012-11-13 00:00:00,2012-11-26 00:00:00,27,4.8933,52.37309,0101000020E61000003411363CBD921340793BC269C12F4A40,367
1971-03-04,The Rolling Stones UK Tour 1971,2,Newcastle upon Tyne,England,City Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,23,-1.94584,55.11776,0101000020E61000006EFAB31F2922FFBF73637AC2128F4B40,368
1971-03-05,The Rolling Stones UK Tour 1971,2,Manchester,England,Free Trade Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,23,-2.24596,53.47755,0101000020E610000048FE60E0B9F701C0371AC05B20BD4A40,369
1971-03-06,The Rolling Stones UK Tour 1971,2,Coventry,England,Coventry Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,23,-1.4743,52.36717,0101000020E610000082E2C798BB96F7BF4209336DFF2E4A40,370
1971-03-08,The Rolling Stones UK Tour 1971,2,Glasgow,"	Scotland",Greens Playhouse,2012-11-13 00:00:00,2012-11-26 00:00:00,23,-4.14394,55.88568,0101000020E61000004F58E201659310C0535C55F65DF14B40,371
1971-03-09,The Rolling Stones UK Tour 1971,2,Bristol,England,Colston Hall,2012-11-13 00:00:00,2012-11-26 00:00:00,23,-2.59790769088821,51.4546730970472,0101000020E6100000639CBF0985C804C0753C66A032BA4940,372
1971-03-10,The Rolling Stones UK Tour 1971,2,Brighton,England,Big Apple,2012-11-13 00:00:00,2012-11-26 00:00:00,23,-0.13414,50.82887,0101000020E6100000B3EF8AE07F2BC1BF59518369186A4940,373
1971-03-12,The Rolling Stones UK Tour 1971,2,Liverpool,England,Empire Theatre,2012-11-13 00:00:00,2012-11-26 00:00:00,23,-2.97867,53.40901,0101000020E61000004E9CDCEF50D407C055DE8E705AB44A40,374
1971-03-13,The Rolling Stones UK Tour 1971,1,Leeds,England,University of Leeds,2012-11-13 00:00:00,2012-11-26 00:00:00,23,-1.47223,53.8371,0101000020E6100000910A630B418EF7BFA5BDC11726EB4A40,375
1971-03-14,The Rolling Stones UK Tour 1971,2,London,England,Roundhouse,2012-11-13 00:00:00,2012-11-26 00:00:00,23,-0.01,51.54449,0101000020E61000007B14AE47E17A84BFE17F2BD9B1C54940,376
1972-07-04,The Rolling Stones American Tour 1972,1,Washington D.C.,US,Robert F. Kennedy Memorial Stadium,2012-11-13 00:00:00,2012-11-26 00:00:00,35,-76.9748001,38.8902512,0101000020E610000003098A1F633E53C0CBA145B6F3714340,377
1972-06-04,The Rolling Stones American Tour 1972,2,Seattle,"	United States",Seattle Center Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-122.15738,47.88327,0101000020E6100000D9429083128A5EC0DBC4C9FD0EF14740,378
1972-06-06,The Rolling Stones American Tour 1972,2,San Francisco,US,Winterland Palace,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-122.41964,37.77712,0101000020E6100000FB05BB61DB9A5EC0A4880CAB78E34240,379
1972-06-08,The Rolling Stones American Tour 1972,1,San Francisco,US,Winterland Palace,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-122.41964,37.77712,0101000020E6100000FB05BB61DB9A5EC0A4880CAB78E34240,380
1972-06-09,The Rolling Stones American Tour 1972,1,Los Angeles,US,Hollywood Palladium,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-118.324,34.098,0101000020E6100000DBF97E6ABC945DC0068195438B0C4140,381
1972-06-10,The Rolling Stones American Tour 1972,1,Long Beach,US,Long Beach Arena,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-118.1891708,33.7666283,0101000020E610000099D87C5C1B8C5DC0F5108DEE20E24040,382
1972-06-11,The Rolling Stones American Tour 1972,2,Los Angeles ,US,The Forum,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-118.34364,33.9599,0101000020E61000003C66A032FE955DC017B7D100DEFA4040,383
1972-06-13,The Rolling Stones American Tour 1972,1,San Diego,US,International Sports Arena,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-117.19767,32.74708,0101000020E61000009F5912A0A64C5DC072BF4351A05F4040,384
1972-06-14,The Rolling Stones American Tour 1972,1,Tucson,US,Tucson Convention Center,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-110.9169,32.48083,0101000020E6100000F46C567DAEBA5BC0C47762D68B3D4040,385
1972-06-15,The Rolling Stones American Tour 1972,1,Albuquerque,US,University Arena,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-106.61227,34.98687,0101000020E61000009A94826E2FA75AC0A7B393C1517E4140,386
1972-06-16,The Rolling Stones American Tour 1972,2,Denver,US,Denver Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-104.9923,39.74001,0101000020E610000088F4DBD7813F5AC0425BCEA5B8DE4340,387
1972-06-18,The Rolling Stones American Tour 1972,1,Bloomington,US,Metropolitan Sports Center,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-93.30636,44.82049,0101000020E61000005D33F9669B5357C0F758FAD005694640,388
1972-06-19,The Rolling Stones American Tour 1972,1,Chicago,US,International Amphitheater,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-87.6457713,41.8176663,0101000020E61000003AAFB14B54E955C0CD751A69A9E84440,389
1972-06-20,The Rolling Stones American Tour 1972,2,Chicago,US,International Amphitheater,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-87.6457713,41.8176663,0101000020E61000003AAFB14B54E955C0CD751A69A9E84440,390
1972-06-22,The Rolling Stones American Tour 1972,1,Kansas City,US,Municipal Auditorium,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-94.58636,39.09868,0101000020E6100000AFEB17EC86A557C07862D68BA18C4340,391
1972-06-24,The Rolling Stones American Tour 1972,2,Fort Worth,US,Tarrant County Convention Center,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-97.07991,32.75619,0101000020E6100000E527D53E1D4558C0F7C77BD5CA604040,392
1972-06-25,The Rolling Stones American Tour 1972,2,Houston,US,Hofheinz Pavilion,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-95.34739,29.72383,0101000020E6100000473D44A33BD657C01ADD41EC4CB93D40,393
1972-06-27,The Rolling Stones American Tour 1972,1,Mobile,US,Municipal Auditorium,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-88.13028,30.36263,0101000020E6100000AAD4EC81560856C0698CD651D55C3E40,394
1972-06-28,The Rolling Stones American Tour 1972,1,Tuscaloosa,US,Memorial Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-87.33087,33.25182,0101000020E6100000904E5DF92CD555C0473D44A33BA04040,395
1972-06-29,The Rolling Stones American Tour 1972,1,Nashville,US,Municipal Auditorium,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-86.78122,36.16716,0101000020E6100000CBBE2B82FFB155C08599B67F65154240,396
1972-07-05,The Rolling Stones American Tour 1972,1,Norfolk,US,The Scope,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-76.17987,36.85446,0101000020E610000004E275FD820B53C0BEDEFDF15E6D4240,397
1972-07-06,The Rolling Stones American Tour 1972,1,Charlotte,US,Charlotte Coliseum,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-80.7939,35.18266,0101000020E6100000D712F241CF3254C0C824236761974140,398
1972-07-07,The Rolling Stones American Tour 1972,1,Knoxville,US,Civic Arena,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-83.94896,35.98295,0101000020E6100000944DB9C2BBFC54C036CD3B4ED1FD4140,399
1972-07-09,The Rolling Stones American Tour 1972,2,St. Louis,US,Kiel Convention Hall,2012-11-13 00:00:00,2012-11-27 00:00:00,35,-90.20174,38.67981,0101000020E6100000E292E34EE98C56C034BF9A0304574340,400
1972-07-24,The Rolling Stones American Tour 1972,1,New York,US,Madison Square Garden,2012-11-13 00:00:00,2012-11-26 00:00:00,35,-73.99424,40.75005,0101000020E61000000118CFA0A17F52C0B22E6EA301604440,401
1972-07-25,The Rolling Stones American Tour 1972,2,New York,US,Madison Square Garden,2012-11-13 00:00:00,2012-11-26 00:00:00,35,-73.99424,40.75005,0101000020E61000000118CFA0A17F52C0B22E6EA301604440,402
1972-07-26,The Rolling Stones American Tour 1972,1,New York,US,Madison Square Garden,2012-11-13 00:00:00,2012-11-26 00:00:00,35,-73.99424,40.75005,0101000020E61000000118CFA0A17F52C0B22E6EA301604440,403
1973-09-01,The Rolling Stones European Tour 1973,1,Vienna,"	Austria",Stadthalle,2012-11-13 00:00:00,2012-11-26 00:00:00,14,16.33174,48.20193,0101000020E610000069C6A2E9EC543040670A9DD7D8194840,404
1973-09-03,The Rolling Stones European Tour 1973,1,Mannheim,Germany,Eisstadion am Friedrichspark,2012-11-13 00:00:00,2012-11-26 00:00:00,14,8.47485,49.4834,0101000020E6100000DE02098A1FF3204076711B0DE0BD4840,405
1973-09-04,The Rolling Stones European Tour 1973,2,Cologne,Germany,Sporthalle,2012-11-13 00:00:00,2012-11-26 00:00:00,14,6.95516,50.94167,0101000020E610000019CA897615D21B40EACF7EA488784940,406
1973-09-07,The Rolling Stones European Tour 1973,1,London,England,Empire Pool,2012-11-13 00:00:00,2012-11-26 00:00:00,14,-0.12714,51.50632,0101000020E610000067B8019F1F46C0BFC6A70018CFC04940,407
