artist,city,country,link,meta,nicedate,relativetime,showdate,showid,showyear,state,venue,venueid
Phish,Burlington,USA,http://phish.net/setlists/?d=2004-03-13,,"March 13, 2004",10 years ago,2004-03-13,1251258928,2004,VT,"Patrick Gymnasium, University of Vermont",277
Phish,Winooski,USA,http://phish.net/setlists/?d=2004-04-11,,"April 11, 2004",10 years ago,2004-04-11,1251259000,2004,VT,Higher Ground,278
Phish,Las Vegas,USA,http://phish.net/setlists/?d=2004-04-15,,"April 15, 2004",10 years ago,2004-04-15,1251262227,2004,NV,Thomas & Mack Center,230
Phish,Las Vegas,USA,http://phish.net/setlists/?d=2004-04-16,,"April 16, 2004",10 years ago,2004-04-16,1251262783,2004,NV,Thomas & Mack Center,230
Phish,Las Vegas,USA,http://phish.net/setlists/?d=2004-04-17,,"April 17, 2004",10 years ago,2004-04-17,1251263389,2004,NV,Thomas & Mack Center,230
Phish,Brooklyn,USA,http://phish.net/setlists/?d=2004-06-17,,"June 17, 2004",10 years ago,2004-06-17,1252467478,2004,NY,KeySpan Park,486
Phish,Brooklyn,USA,http://phish.net/setlists/?d=2004-06-18,,"June 18, 2004",10 years ago,2004-06-18,1252467737,2004,NY,KeySpan Park,486
Phish,Saratoga Springs,USA,http://phish.net/setlists/?d=2004-06-19,,"June 19, 2004",10 years ago,2004-06-19,1252467992,2004,NY,Saratoga Performing Arts Center,220
Phish,Saratoga Springs,USA,http://phish.net/setlists/?d=2004-06-20,,"June 20, 2004",10 years ago,2004-06-20,1252468189,2004,NY,Saratoga Performing Arts Center,220
Phish,New York,USA,http://phish.net/setlists/?d=2004-06-21,,"June 21, 2004",10 years ago,2004-06-21,1252469780,2004,NY,Ed Sullivan Theater,228
Phish,Noblesville,USA,http://phish.net/setlists/?d=2004-06-23,,"June 23, 2004",10 years ago,2004-06-23,1252470042,2004,IN,Verizon Wireless Music Center,4
Phish,Noblesville,USA,http://phish.net/setlists/?d=2004-06-24,,"June 24, 2004",10 years ago,2004-06-24,1252470229,2004,IN,Verizon Wireless Music Center,4
Phish,East Troy,USA,http://phish.net/setlists/?d=2004-06-25,,"June 25, 2004",10 years ago,2004-06-25,1252507928,2004,WI,Alpine Valley Music Theatre,3
Phish,East Troy,USA,http://phish.net/setlists/?d=2004-06-26,,"June 26, 2004",10 years ago,2004-06-26,1252508096,2004,WI,Alpine Valley Music Theatre,3
Phish,Hampton,USA,http://phish.net/setlists/?d=2004-08-09,,"August 09, 2004",9 years ago,2004-08-09,1252509453,2004,VA,Hampton Coliseum,6
Phish,Mansfield,USA,http://phish.net/setlists/?d=2004-08-10,,"August 10, 2004",9 years ago,2004-08-10,1252509832,2004,MA,Tweeter Center,402
Phish,Mansfield,USA,http://phish.net/setlists/?d=2004-08-11,,"August 11, 2004",9 years ago,2004-08-11,1252510239,2004,MA,Tweeter Center,402
Phish,Camden,USA,http://phish.net/setlists/?d=2004-08-12,,"August 12, 2004",9 years ago,2004-08-12,1252516052,2004,NJ,Tweeter Center at the Waterfront,269
Phish,Coventry,USA,http://phish.net/setlists/?d=2004-08-13,,"August 13, 2004",9 years ago,2004-08-13,1252516318,2004,VT,Newport State Airport,496
Phish,Coventry,USA,http://phish.net/setlists/?d=2004-08-14,,"August 14, 2004",9 years ago,2004-08-14,1252517875,2004,VT,Newport State Airport,496
Phish,Coventry,USA,http://phish.net/setlists/?d=2004-08-15,,"August 15, 2004",9 years ago,2004-08-15,1252518413,2004,VT,Newport State Airport,496
