artist,city,country,link,meta,nicedate,relativetime,showdate,showid,showyear,state,venue,venueid
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-01-19,,"January 19, 1987",27 years ago,1987-01-19,1252187999,1987,VT,Hunt's,10
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-01-21,,"January 21, 1987",27 years ago,1987-01-21,1252188030,1987,VT,Hunt's,10
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-02-01,,"February 01, 1987",27 years ago,1987-02-01,1252188056,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-02-02,,"February 02, 1987",27 years ago,1987-02-02,1252188080,1987,VT,Nectar's,2
Phish,Monkton,USA,http://phish.net/setlists/?d=1987-02-07,,"February 07, 1987",27 years ago,1987-02-07,1252188132,1987,VT,Mad Maggie's Farm,432
Phish,Johnson,USA,http://phish.net/setlists/?d=1987-02-13,,"February 13, 1987",27 years ago,1987-02-13,1252188340,1987,VT,Johnson State College,433
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-02-21,,"February 21, 1987",27 years ago,1987-02-21,1252188670,1987,VT,"Slade Hall, University of Vermont",246
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-02-27,,"February 27, 1987",27 years ago,1987-02-27,1252189214,1987,VT,"Slade Hall, University of Vermont",246
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-03-06,,"March 06, 1987",27 years ago,1987-03-06,1252189601,1987,VT,Goddard College,347
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-03-22,,"March 22, 1987",27 years ago,1987-03-22,1252191775,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-03-23,,"March 23, 1987",27 years ago,1987-03-23,1252191933,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-04-24,,"April 24, 1987",27 years ago,1987-04-24,1252192203,1987,VT,"Billings Lounge, University of Vermont",434
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-04-28,,"April 28, 1987",27 years ago,1987-04-28,1252192233,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-04-29,,"April 29, 1987",27 years ago,1987-04-29,1252192523,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-05-10,,"May 10, 1987",27 years ago,1987-05-10,1252192982,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-05-11,,"May 11, 1987",27 years ago,1987-05-11,1252193187,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-05-12,,"May 12, 1987",27 years ago,1987-05-12,1252193213,1987,VT,Nectar's,2
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-05-16,,"May 16, 1987",27 years ago,1987-05-16,1252193254,1987,VT,"Haybarn Theater, Goddard College",424
Phish,South Burlington,USA,http://phish.net/setlists/?d=1987-05-20,,"May 20, 1987",27 years ago,1987-05-20,1252193387,1987,VT,The Ranch,428
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-08-09,,"August 09, 1987",26 years ago,1987-08-09,1252193657,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-08-10,,"August 10, 1987",26 years ago,1987-08-10,1252193865,1987,VT,Nectar's,2
Phish,Hebron,USA,http://phish.net/setlists/?d=1987-08-21,,"August 21, 1987",26 years ago,1987-08-21,1252194507,1987,NY,Ian McLean's Farm,431
Phish,Vergennes,USA,http://phish.net/setlists/?d=1987-08-22,,"August 22, 1987",26 years ago,1987-08-22,1252197470,1987,VT,Vergennes Day,437
Phish,South Burlington,USA,http://phish.net/setlists/?d=1987-08-29,,"August 29, 1987",26 years ago,1987-08-29,1252198219,1987,VT,The Ranch,428
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-09-02,,"September 02, 1987",26 years ago,1987-09-02,1252198380,1987,VT,Hunt's,10
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-09-03,,"September 03, 1987",26 years ago,1987-09-03,1252199454,1987,VT,Hunt's,10
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-09-04,,"September 04, 1987",26 years ago,1987-09-04,1252199482,1987,VT,Goddard College,347
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-09-19,,"September 19, 1987",26 years ago,1987-09-19,1252199548,1987,VT,Goddard College,347
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-09-20,,"September 20, 1987",26 years ago,1987-09-20,1252199596,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-09-21,,"September 21, 1987",26 years ago,1987-09-21,1252199801,1987,VT,Nectar's,2
Phish,Canton,USA,http://phish.net/setlists/?d=1987-09-27,,"September 27, 1987",26 years ago,1987-09-27,1252200111,1987,NY,St. Lawrence University,166
Phish,Shelburne,USA,http://phish.net/setlists/?d=1987-10-10,,"October 10, 1987",26 years ago,1987-10-10,1252200165,1987,VT,The Ranch,65
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-14,,"October 14, 1987",26 years ago,1987-10-14,1252200355,1987,VT,Hunt's,10
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-18,,"October 18, 1987",26 years ago,1987-10-18,1252200387,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-19,,"October 19, 1987",26 years ago,1987-10-19,1252200411,1987,VT,Nectar's,2
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-23,,"October 23, 1987",26 years ago,1987-10-23,1252200455,1987,VT,Cork's,438
Phish,Burlington,USA,http://phish.net/setlists/?d=1987-10-24,,"October 24, 1987",26 years ago,1987-10-24,1252200470,1987,VT,Cork's,438
Phish,Plainfield,USA,http://phish.net/setlists/?d=1987-10-31,,"October 31, 1987",26 years ago,1987-10-31,1252200779,1987,VT,"Sculpture Room, Goddard College",426
