artist,city,country,link,meta,nicedate,relativetime,showdate,showid,showyear,state,venue,venueid
Phish,Winooski,USA,http://phish.net/setlists/?d=1992-01-14,,"January 14, 1992",22 years ago,1992-01-14,1251057993,1992,VT,The Band House,216
Phish,Portsmouth,USA,http://phish.net/setlists/?d=1992-03-06,,"March 06, 1992",22 years ago,1992-03-06,1250703309,1992,NH,The Music Hall,77
Phish,Portsmouth,USA,http://phish.net/setlists/?d=1992-03-07,,"March 07, 1992",22 years ago,1992-03-07,1250708734,1992,NH,The Music Hall,77
Phish,Keene,USA,http://phish.net/setlists/?d=1992-03-11,,"March 11, 1992",22 years ago,1992-03-11,1250712781,1992,NH,The Colonial Theatre,78
Phish,Burlington,USA,http://phish.net/setlists/?d=1992-03-12,,"March 12, 1992",22 years ago,1992-03-12,1250727175,1992,VT,The Flynn Theatre,16
Phish,Providence,USA,http://phish.net/setlists/?d=1992-03-13,,"March 13, 1992",22 years ago,1992-03-13,1250730453,1992,RI,Campus Club,95
Phish,New York,USA,http://phish.net/setlists/?d=1992-03-14,,"March 14, 1992",22 years ago,1992-03-14,1250732246,1992,NY,Roseland Ballroom,96
Phish,Washington,USA,http://phish.net/setlists/?d=1992-03-17,,"March 17, 1992",22 years ago,1992-03-17,1250733979,1992,DC,"Lisner Auditorium, George Washington University",97
Phish,New Haven,USA,http://phish.net/setlists/?d=1992-03-19,,"March 19, 1992",22 years ago,1992-03-19,1250736166,1992,CT,Palace Theatre,98
Phish,Binghamton,USA,http://phish.net/setlists/?d=1992-03-20,,"March 20, 1992",22 years ago,1992-03-20,1250736829,1992,NY,Broome County Forum,99
Phish,Philadelphia,USA,http://phish.net/setlists/?d=1992-03-21,,"March 21, 1992",22 years ago,1992-03-21,1250737922,1992,PA,Chestnut Cabaret,100
Phish,Charleston,USA,http://phish.net/setlists/?d=1992-03-22,,"March 22, 1992",22 years ago,1992-03-22,1250739308,1992,WV,Cultural Center Auditorium,101
Phish,Richmond,USA,http://phish.net/setlists/?d=1992-03-24,,"March 24, 1992",22 years ago,1992-03-24,1250739869,1992,VA,Flood Zone,102
Phish,Charlottesville,USA,http://phish.net/setlists/?d=1992-03-25,,"March 25, 1992",22 years ago,1992-03-25,1250740760,1992,VA,Trax,67
Phish,Winston-Salem,USA,http://phish.net/setlists/?d=1992-03-26,,"March 26, 1992",22 years ago,1992-03-26,1250741663,1992,NC,Ziggy's,103
Phish,Charlotte,USA,http://phish.net/setlists/?d=1992-03-27,,"March 27, 1992",22 years ago,1992-03-27,1250742544,1992,NC,13x13 Club,104
Phish,Atlanta,USA,http://phish.net/setlists/?d=1992-03-28,,"March 28, 1992",22 years ago,1992-03-28,1250742868,1992,GA,Variety Playhouse,105
Phish,St. Louis,USA,http://phish.net/setlists/?d=1992-03-30,,"March 30, 1992",22 years ago,1992-03-30,1250743907,1992,MO,Mississippi Nights,106
Phish,Columbia,USA,http://phish.net/setlists/?d=1992-03-31,,"March 31, 1992",22 years ago,1992-03-31,1250744211,1992,MO,The Blue Note,107
Phish,Lawrence,USA,http://phish.net/setlists/?d=1992-04-01,,"April 01, 1992",22 years ago,1992-04-01,1250745404,1992,KS,Liberty Hall,108
Phish,Avon,USA,http://phish.net/setlists/?d=1992-04-03,,"April 03, 1992",22 years ago,1992-04-03,1250802886,1992,CO,"Sawatch Hall, Park Hyatt Beaver Creek",109
Phish,Boulder,USA,http://phish.net/setlists/?d=1992-04-04,,"April 04, 1992",22 years ago,1992-04-04,1250803342,1992,CO,"Balch Fieldhouse, University of Colorado",110
Phish,Boulder,USA,http://phish.net/setlists/?d=1992-04-05,,"April 05, 1992",22 years ago,1992-04-05,1250803914,1992,CO,The Fox Theatre,111
Phish,Gunnison,USA,http://phish.net/setlists/?d=1992-04-06,,"April 06, 1992",22 years ago,1992-04-06,1250809822,1992,CO,"Paul Wright Gym, Western State College",112
Phish,Durango,USA,http://phish.net/setlists/?d=1992-04-07,,"April 07, 1992",22 years ago,1992-04-07,1250824810,1992,CO,"Fine Arts Auditorium, Fort Lewis College",119
Phish,Albuquerque,USA,http://phish.net/setlists/?d=1992-04-08,,"April 08, 1992",22 years ago,1992-04-08,1250825560,1992,NM,El Rey Theater,120
Phish,Tucson,USA,http://phish.net/setlists/?d=1992-04-12,,"April 12, 1992",22 years ago,1992-04-12,1250826278,1992,AZ,"Arizona Ballroom, University of Arizona Student Union",121
Phish,Tempe,USA,http://phish.net/setlists/?d=1992-04-13,,"April 13, 1992",22 years ago,1992-04-13,1250826974,1992,AZ,After the Gold Rush,122
Phish,Los Angeles,USA,http://phish.net/setlists/?d=1992-04-15,,"April 15, 1992",22 years ago,1992-04-15,1250827873,1992,CA,Variety Arts Center,123
Phish,Isla Vista,USA,http://phish.net/setlists/?d=1992-04-16,,"April 16, 1992",22 years ago,1992-04-16,1250833764,1992,CA,Anaconda Theatre,124
